 ,hygglo_name,matched_category_id,matched_category_name,matched_parent,similarity,alt1_id,alt1_name,alt1_sim,alt2_id,alt2_name,alt2_sim,override_category_id
8560,Headlamp,1289,Studijska lampa,Blicevi i rasveta,0.6592,1284,Reflektorski ekran,0.6063,1283,Okidač blica,0.584,1494
9506,Gas powered Nailgun,1054,Toplotni pištolj,Brušenje i poliranje,0.6587,1225,Gasni aparat za zavarivanje,0.635,1087,Pištolj za lepak,0.6072,1214
8941,Other in Cooling,1605,Indukcioni grejač,Alati za radionicu,0.6585,105,Ventilacija i grejanje,0.6531,1191,Kompresor,0.65,105
9374,Deep fryer & Airfryer,1442,Dispenser za šlag,Ketering i kuhinja,0.6583,1439,Kolica za kobasice,0.6322,1386,Sokovnik na paru,0.6248,1387
8458,Figure Skating Skates,1519,Longboard i skejtbord,Igra i hobi,0.6581,1546,Paddleboard,0.5593,1545,Kiteboarding,0.5462,1567
9309,Rock cutter,1212,Rezač kamena,Mašine za uređenje terena,0.6578,1049,Stona brusilica,0.6478,1187,Mašina za bušenje kamena,0.6172,
9069,Fishing kayak,1589,Nosač za kanu i kajak,Auto oprema,0.6571,1619,Kanu,0.6057,1622,Čamac na vesla i dinghy,0.6049,1544
8477,Compost Roller,1230,Kolica za građevinski otpad,Skele i podupirači,0.657,1337,Kompostni valjak,0.6176,1121,Kolica za teret,0.5387,1337
9308,Handheld Vacuum,1612,Vakuum tester,Alati za radionicu,0.6569,1020,Skidač izolacije,0.6,1118,Vakuumski podizač stakla,0.5597,1376
3962,"Dumbbells, Weights and Kettlebells",1554,"Bučice, tegovi i kettlebells",Trening i teretana,0.6566,1184,Ankeri i tiplovi,0.6261,1183,Stub bušilica,0.6158,
8731,Vacuum Sealers,1612,Vakuum tester,Alati za radionicu,0.6563,1118,Vakuumski podizač stakla,0.5678,1227,Plastični zavarivač,0.5579,1387
9033,Memory Card,308,Memorijske kartice,Foto i Video,0.6556,1131,Zvučna kartica,0.438,307,Baterije za kamere,0.4129,
9494,Horse trailer,1640,Prikolica za konje,Prikolice za konje,0.6553,1115,Stono rende,0.5449,1490,Kolica za outdoor,0.4923,
9137,Satellite Phone,1017,Satelitska oprema,Elektronika,0.6549,1160,Gimbal za mobilni,0.5522,1161,Mobilni telefon,0.5494,
9375,Sandwich maker,1325,Freza za panjeve,Baštenske mašine,0.6547,1439,Kolica za kobasice,0.6489,1316,Makaze za živicu,0.59,1387
8830,Pipe Wrench,1219,Savijač cevi,Vodoinstalaterski alati,0.6545,1217,Rezač cevi,0.6511,1048,Trakasta brusilica,0.6431,1218
8673,Other in board games,1512,Društvene igre i slagalice,Igra i hobi,0.6534,1524,Poker set,0.6485,1522,Igre na otvorenom,0.6384,
8457,Other in Skates,1519,Longboard i skejtbord,Igra i hobi,0.6531,1546,Paddleboard,0.5865,1545,Kiteboarding,0.5609,1536
1773,Electric Welder,1015,Inverter,Elektronika,0.6526,1318,Cepač drva,0.6465,1312,Mašina za drva,0.6254,1224
9131,DJI Mavic Mini,1139,DJI Mavic 3,Dronovi,0.6525,1138,DJI Mavic,0.6265,1609,Dizalica za motocikl,0.5291,1138
8762,Co-op Games,1522,Igre na otvorenom,Igra i hobi,0.652,1512,Društvene igre i slagalice,0.6279,1524,Poker set,0.5665,1512
8939,Ice Machine,1598,Lanci za sneg,Auto oprema,0.6517,1563,Oprema za lavine,0.6229,1358,Lopata za sneg,0.6211,1443
8569,Coffee Maker and Espresso Machine,1316,Makaze za živicu,Baštenske mašine,0.6514,1325,Freza za panjeve,0.6265,1315,Alati za čišćenje oluka,0.5644,1387
4661,Baby Carrier,1389,Nosiljka i stolica za bebu,Oprema za decu,0.6498,1397,Jastuk za dojenje,0.6028,1399,Kolica i oprema,0.5527,
3334,Steam cleaner,1371,Čistač odvoda,Čišćenje i pranje,0.6497,1315,Alati za čišćenje oluka,0.6425,1374,Parna mašina za čišćenje,0.6377,1374
8680,Tuxedo Jacket,1426,Ostalo u odeći,Odeća i kostimi,0.6485,1424,Kostimi i maskiranje,0.5885,1425,Party odeća,0.566,
8694,Candelabra and Candlesticks,1463,Sveća i svećnjak,Dekoracija,0.6484,1289,Studijska lampa,0.5943,1465,Košara za vatru,0.557,
9409,Guide rail,1120,Platforma za prevoz,Transport i dizanje,0.6482,1361,Kolica za prevoz,0.625,1117,Viljuškar,0.6142,1030
8716,Nintendo Switch,1155,Ručni kontroler,Video igre i konzole,0.6481,1152,Arkadna mašina,0.5936,1154,Konzola,0.5817,1154
8975,DJI Inspire,1137,DJI Inspire,Dronovi,0.6475,1141,DJI Spark,0.5198,1450,Jakuzi,0.4676,
8964,Other Premises,1290,Ostalo u blicevima i rasveti,Blicevi i rasveta,0.6468,1241,Ostalo u skelama,0.6458,1303,Ostalo u stativima,0.6408,1273
9382,Workshop press,1052,Mašina za graviranje,Brušenje i poliranje,0.6468,1600,Kolica za montažu,0.6145,1166,Štampač nalepnica,0.6123,1615
8568,Heating Elements,1605,Indukcioni grejač,Alati za radionicu,0.646,105,Ventilacija i grejanje,0.6308,1065,IC termometar,0.6206,
8710,Wine Glass,1379,Varenje piva i vinarstvo,Kuhinjski aparati,0.646,1428,Bar sto,0.4703,1417,Party rasveta,0.3992,1441
8547,Segway,1345,Sekira,Baštenski alati,0.6446,1112,Strug,0.5602,1111,Ručno rende,0.501,1518
9024,Moving Dolly,1632,Tow dolly,Prikolice,0.6432,1300,Slajder i dolly,0.4974,1584,Hodalica,0.4132,1408
4621,Car Seats,1408,Kolica za selidbu,Oprema za selidbe,0.6431,1409,Remeni i pojasevi za selidbu,0.6347,1627,Transporter za automobile,0.6128,1393
8850,Axe,1354,Pobijač stubova,Baštenski alati,0.6423,1185,Rotacioni čekić,0.6008,1035,Stoni ger za drvo,0.5853,1345
8879,Spring compressor,1191,Kompresor,Komprimovani vazduh,0.6422,1197,Mini damper,0.5856,1194,Damper,0.5793,1602
8496,Garden Pressure Sprayer,1344,Rasipač za đubrivo,Održavanje travnjaka,0.6414,1340,Grabulje za nivelisanje,0.5901,1221,Tester pritiska,0.5877,1349
8663,Toastmaster Equipment,1386,Sokovnik na paru,Kuhinjski aparati,0.6409,1384,Lonci i tiganje,0.612,1605,Indukcioni grejač,0.5991,1456
8887,Mini Excavators <4 tons,1230,Kolica za građevinski otpad,Skele i podupirači,0.6405,1197,Mini damper,0.6256,1209,Beton i armatura,0.5818,1195
9129,DJI Mavic Pro,1139,DJI Mavic 3,Dronovi,0.6404,1138,DJI Mavic,0.6265,1124,DJ oprema,0.5329,
8552,Paint Remover,1104,Nogari za farbanje,Krečenje i tapete,0.6403,1110,Ostalo u farbanju,0.6343,1236,Nogari za farbanje,0.6217,1103
8987,Card Terminal,209,POS terminali,Elektronika,0.6401,1479,Zvučna kartica,0.4399,1166,Štampač nalepnica,0.4391,
8634,Table Planer,1431,Sklopivi stolovi,Nameštaj za proslave,0.64,1240,Radni sto,0.6128,1147,Grafička tabla,0.5939,1115
9051,Metal chop saw,1033,Makaze za metal,Testerisanje i sečenje,0.6398,1044,Rezač pločica,0.6321,1039,Plazma rezač,0.6181,1034
8973,Light meter,1285,Ring svetlo,Blicevi i rasveta,0.6395,1064,Merač energije,0.6133,1289,Studijska lampa,0.5749,1068
8566,Slowcooker,1442,Dispenser za šlag,Ketering i kuhinja,0.6393,1385,Sous Vide aparat,0.6174,1386,Sokovnik na paru,0.6109,1387
8858,Roof Box Without Roof Racks,1234,Lift za suvi zid,Skele i podupirači,0.6381,1633,Prikolica s pokrivačem,0.5826,1022,Razvodni ormar,0.5785,1595
3312,Party Lights,608,Party paketi,Proslave i događaji,0.6377,1285,Ring svetlo,0.6038,1428,Bar sto,0.6034,1417
9475,DJ Booth,1124,DJ oprema,Audio oprema i zvuk,0.6368,1453,Photo booth,0.4335,1472,Drum mašina i sampler,0.4159,
45,Other,1290,Ostalo u blicevima i rasveti,Blicevi i rasveta,0.6368,1241,Ostalo u skelama,0.6196,1303,Ostalo u stativima,0.5842,
1727,Power Cutter,1322,Visokotlačni perač,Baštenske mašine,0.6368,1021,Kalemovi i električni kablovi,0.6134,1015,Inverter,0.6048,1045
8499,Two-way radio,207,Radio stanice i toki-voki,Elektronika,0.6353,1615,Radioničarska presa,0.6128,1614,Radioničarska dizalica,0.5894,
8452,Xbox,1152,Arkadna mašina,Video igre i konzole,0.6352,1158,Ostalo u video igrama,0.6078,1154,Konzola,0.582,1154
8857,Roof Box With Roof Racks,1234,Lift za suvi zid,Skele i podupirači,0.6351,1626,Prikolica sa kavezom,0.6152,1238,Kolica za gipsane ploče,0.6138,1595
8769,Other in Co-op Games,1522,Igre na otvorenom,Igra i hobi,0.6344,1512,Društvene igre i slagalice,0.6113,1158,Ostalo u video igrama,0.5544,1512
9469,Clamps and Grips,1185,Rotacioni čekić,Bušilice i šrafilice,0.6342,1297,Gimbali i stabilizatori,0.6336,1089,Udarni odvijač,0.6096,1295
8701,Stepladder,1333,Stepenik,Merdevine,0.6338,1089,Udarni odvijač,0.5845,1200,Alat za decking,0.5836,
4641,Travel Crib,1580,Ostalo u putovanjima,Putovanja i koferi,0.6335,1578,Putni adapter,0.6083,1577,Koferi,0.6035,1396
8632,Other in Workshop,1240,Radni sto,Skele i podupirači,0.6331,1616,Ostalo u radionici,0.6081,1362,Ostalo u baštenskim alatima,0.588,1616
9471,Power Station,1019,Baterije i punjači,Struja i agregati,0.633,1601,Punjač baterija za vozila,0.5989,1592,Punjač za električni auto,0.5184,
9241,Heater 3-5 kW,105,Ventilacija i grejanje,Građevinska oprema i alati,0.6327,1605,Indukcioni grejač,0.5962,1386,Sokovnik na paru,0.5832,
9407,Angle drill,1050,Precizna brusilica,Brušenje i poliranje,0.6317,1185,Rotacioni čekić,0.612,1049,Stona brusilica,0.5831,1175
8638,Pasting table,1114,Stol za glodalicu,Glodanje i hoblovanje,0.6312,1431,Sklopivi stolovi,0.6267,1204,Rezač laminata,0.6099,1106
1755,Other in Milling & Planing,1199,Ostalo u građevinskoj mehanizaciji,Građevinska mehanizacija,0.6302,1212,Rezač kamena,0.6228,1013,Ostalo u građevini i alatima,0.6215,1116
8901,Steadicam,1332,Stolica-stepenik,Merdevine,0.6301,1112,Strug,0.63,1288,Studijski blic,0.5929,1297
8844,Electric Scooter,1638,Prikolica za motocikl,Motocikli i oprema,0.63,1629,Prikolica za motocikl,0.5999,1609,Dizalica za motocikl,0.5818,1518
1712,Rotary Hammer,1185,Rotacioni čekić,Bušilice i šrafilice,0.6298,1606,Dizalica i stalci,0.5465,1212,Rezač kamena,0.5392,
9066,Battery powered clearing saw,1601,Punjač baterija za vozila,Alati za radionicu,0.6292,1019,Baterije i punjači,0.6132,1587,Punjač baterija za vozila,0.5455,1310
182,Work Lights,1289,Studijska lampa,Blicevi i rasveta,0.6284,1285,Ring svetlo,0.618,1284,Reflektorski ekran,0.5632,1012
8723,PlayStation 2,1158,Ostalo u video igrama,Video igre i konzole,0.6282,1152,Arkadna mašina,0.6172,1156,Simulator oprema,0.5977,
3976,Badminton,1537,Reket sportovi,Sportski rekviziti,0.6276,1539,Ostalo u sportu,0.5417,1533,Floorball,0.5285,
8826,Floor stripper,1202,Mašina za skidanje podova,Podne obloge i pločice,0.6272,1053,Brusilica za podove,0.588,1201,Brusilica za podove,0.5586,
9067,Inflatable kayak,1546,Paddleboard,Sportovi na vodi,0.6272,1589,Nosač za kanu i kajak,0.6244,1545,Kiteboarding,0.6147,1544
273,Other in Caravan and Motorhome,1294,Nosač za automobil,Stativi i rigovi,0.6266,1627,Transporter za automobile,0.6036,808,Ostala vozila,0.5933,1636
1842,Industrial & Wet-Dry Vacuum,1051,Brusilica za suvi zid,Brušenje i poliranje,0.6265,1371,Čistač odvoda,0.6241,1219,Savijač cevi,0.6076,1376
9488,Mixer,1322,Visokotlačni perač,Baštenske mašine,0.6255,1442,Dispenser za šlag,0.614,1385,Sous Vide aparat,0.606,1387
9359,Robot vacuum,1612,Vakuum tester,Alati za radionicu,0.6244,1321,Robot za bazen,0.5856,1118,Vakuumski podizač stakla,0.5452,1376
8725,PlayStation Portable,1156,Simulator oprema,Video igre i konzole,0.6234,1152,Arkadna mašina,0.5947,1155,Ručni kontroler,0.5887,1154
8905,Wrench,1048,Trakasta brusilica,Brušenje i poliranje,0.6232,1050,Precizna brusilica,0.6102,1185,Rotacioni čekić,0.604,1098
9468,Car Mount,1591,Autosedište,Auto oprema,0.6223,1590,Grejač kabine,0.5844,1594,Nosač tereta za kuku,0.5639,1294
9360,Riding Lawn Mowers,1341,Kosilica,Održavanje travnjaka,0.622,1344,Rasipač za đubrivo,0.6033,1338,Baštenski valjak,0.5918,
8751,Plug and feather,1063,Tražač kabla,Merni instrumenti,0.6213,1606,Dizalica i stalci,0.6138,1021,Kalemovi i električni kablovi,0.5989,1212
9306,Beer glasses,1379,Varenje piva i vinarstvo,Kuhinjski aparati,0.6212,1444,Beer pong,0.5329,1428,Bar sto,0.5155,1441
8425,Bolt Cutters,1039,Plazma rezač,Testerisanje i sečenje,0.621,1040,Narezač,0.6195,1027,Sekač vijaka,0.6071,1027
9127,Diagnostic Tool VCDS (VAG-COM),1603,Dijagnostički alat,Alati za radionicu,0.621,1136,DJI FPV,0.4647,1138,DJI Mavic,0.4384,
9013,Biscuit Joiner,1439,Kolica za kobasice,Ketering i kuhinja,0.6207,1436,Pića,0.5753,1442,Dispenser za šlag,0.5615,1113
9179,Kayak K2,1589,Nosač za kanu i kajak,Auto oprema,0.6206,1546,Paddleboard,0.5749,1619,Kanu,0.5499,1544
8538,Other in Backpack,1493,Vodootporne torbe,Kampovanje i outdoor,0.6194,1492,Rashladna kutija i torba,0.6076,1500,Outdoor odeća,0.5982,1486
9377,Steam Juicer,1442,Dispenser za šlag,Ketering i kuhinja,0.6193,1381,Centrifuga za med,0.5843,1386,Sokovnik na paru,0.5823,1386
8561,Floor Vacuum,1053,Brusilica za podove,Brušenje i poliranje,0.619,1202,Mašina za skidanje podova,0.5975,1201,Brusilica za podove,0.585,1376
8919,DJI Osmo Mobile,1162,Pametni sat,Mobilni telefoni i tableti,0.6184,1161,Mobilni telefon,0.6164,1160,Gimbal za mobilni,0.5972,1160
9472,DJI Avata,1135,DJI Avata,Dronovi,0.6176,1175,Ugaona bušilica,0.4891,1138,DJI Mavic,0.4779,
9256,MC Clothing,1426,Ostalo u odeći,Odeća i kostimi,0.6169,1425,Party odeća,0.5689,1423,Čuvanje odeće,0.5638,1637
8709,Other in Glass,1118,Vakuumski podizač stakla,Transport i dizanje,0.6165,1284,Reflektorski ekran,0.6073,1289,Studijska lampa,0.597,1441
8476,Garden roller,1356,Kolica za baštu,Baštenski alati,0.616,1341,Kosilica,0.6122,1338,Baštenski valjak,0.6111,1338
9352,Dustcontrol,1191,Kompresor,Komprimovani vazduh,0.6157,1060,Merač protoka vazduha,0.5684,1061,Merač kvaliteta vazduha,0.5437,1376
9368,Impact screwdriver,1185,Rotacioni čekić,Bušilice i šrafilice,0.6153,1050,Precizna brusilica,0.5971,1197,Mini damper,0.5522,1089
4612,Jogging Stroller,1560,Prsluk sa tegovima,Trening i teretana,0.6152,1559,Šipka za zgibove,0.6125,1585,Invalidska kolica,0.6123,1399
8704,Scrubber,1112,Strug,Glodanje i hoblovanje,0.6138,1048,Trakasta brusilica,0.5754,1183,Stub bušilica,0.571,1373
1717,Concrete Breaker / Kango,1232,Građevinska skela,Skele i podupirači,0.6137,1238,Kolica za gipsane ploče,0.5936,1209,Beton i armatura,0.591,1177
9349,FM-radio,207,Radio stanice i toki-voki,Elektronika,0.6131,1615,Radioničarska presa,0.6123,1614,Radioničarska dizalica,0.5699,
338,Other in Party,608,Party paketi,Proslave i događaji,0.6125,1417,Party rasveta,0.5924,1425,Party odeća,0.5918,
8536,Crane & Jib,1296,Kran i jib,Stativi i rigovi,0.6122,1295,Stege i hvatači,0.4932,1293,Rigovi i ramena za kameru,0.4789,
8784,Crampon,1112,Strug,Glodanje i hoblovanje,0.6121,1111,Ručno rende,0.6091,1177,Pikamer,0.5975,1570
8491,Enclosed Trailers,1410,Kolica za teret,Oprema za selidbe,0.6116,1627,Transporter za automobile,0.6039,1594,Nosač tereta za kuku,0.5931,1628
8938,Party Cooler,1417,Party rasveta,"Zvuk, rasveta i bina",0.6116,608,Party paketi,0.5935,1427,Šank,0.592,1443
9383,Whipped Cream Dispenser,1442,Dispenser za šlag,Ketering i kuhinja,0.6114,1185,Rotacioni čekić,0.5645,1179,Mašina za bušenje,0.5471,
8886,Dry Bags,1493,Vodootporne torbe,Kampovanje i outdoor,0.6112,1492,Rashladna kutija i torba,0.5661,1414,Torba za kućne ljubimce,0.5182,
3954,Keyboard,1098,Ključ,Ručni alati,0.6107,1477,Klavijatura,0.6044,1478,Klavir,0.5995,1477
1743,Other sanders,1049,Stona brusilica,Brušenje i poliranje,0.6105,1059,Ostale brusilice,0.6097,1241,Ostalo u skelama,0.6001,1059
8916,Carry-on Case,1594,Nosač tereta za kuku,Auto oprema,0.6103,1595,Krovni kofer,0.6007,1410,Kolica za teret,0.5839,1577
8846,Electric Unicycle,1592,Punjač za električni auto,Auto oprema,0.6098,1609,Dizalica za motocikl,0.5866,1601,Punjač baterija za vozila,0.5827,1518
8881,Pick Axe,1036,Ručni ger za drvo,Testerisanje i sečenje,0.6098,1035,Stoni ger za drvo,0.6084,1354,Pobijač stubova,0.5709,1085
9298,Electric longboards,1519,Longboard i skejtbord,Igra i hobi,0.6093,1542,Električni surfboard,0.6043,1200,Alat za decking,0.5278,
8703,Step Stool,1200,Alat za decking,Podne obloge i pločice,0.609,1111,Ručno rende,0.6062,1089,Udarni odvijač,0.603,1332
8700,Telescopic Ladder,1334,Teleskopske merdevine,Merdevine,0.6077,1017,Satelitska oprema,0.5663,1080,Termovizijska kamera,0.5323,
8719,Super Nintendo,1152,Arkadna mašina,Video igre i konzole,0.6074,1158,Ostalo u video igrama,0.5676,1154,Konzola,0.5676,1154
9130,DJI Mavic Zoom,1138,DJI Mavic,Dronovi,0.6072,1139,DJI Mavic 3,0.5953,1136,DJI FPV,0.5277,
9004,Drawing Tablet,1052,Mašina za graviranje,Brušenje i poliranje,0.6067,1164,Tablet,0.5741,1464,Diskokugla,0.5629,1147
8534,Tripod,1292,Kamera na kablu,Stativi i rigovi,0.6062,1266,Teleprompter,0.5709,1293,Rigovi i ramena za kameru,0.5649,1301
271,Caravan,1361,Kolica za prevoz,Baštenski alati,0.6055,1627,Transporter za automobile,0.5966,1410,Kolica za teret,0.5828,1635
8441,Scanner,1603,Dijagnostički alat,Alati za radionicu,0.6053,1226,MIG aparat,0.6,1070,Detektor metala,0.5947,1172
8590,Petrol Powered Leaf Blower,1317,Duvač lišća,Baštenske mašine,0.6051,1319,Usisivač za lišće,0.6005,1601,Punjač baterija za vozila,0.5897,
2422,Roof Racks,1323,Čistač krova,Baštenske mašine,0.6048,1238,Kolica za gipsane ploče,0.5984,1232,Građevinska skela,0.597,1597
2224,Shovel,1047,Trakasta turpija,Brušenje i poliranje,0.6041,1049,Stona brusilica,0.5942,1358,Lopata za sneg,0.5511,1357
8531,Sleeping Pad,1363,Pomoćni krevet,Stilizovanje i dekoracija,0.6038,1633,Prikolica s pokrivačem,0.4621,1397,Jastuk za dojenje,0.4541,1489
9178,Kayak 1-man,1546,Paddleboard,Sportovi na vodi,0.6036,1589,Nosač za kanu i kajak,0.5927,1622,Čamac na vesla i dinghy,0.5849,1544
8819,Waxing Iron,1315,Alati za čišćenje oluka,Baštenske mašine,0.6035,1318,Cepač drva,0.5873,1049,Stona brusilica,0.5832,1372
8943,Ice Bucket,1358,Lopata za sneg,Baštenski alati,0.6031,1563,Oprema za lavine,0.571,1492,Rashladna kutija i torba,0.5432,1441
8718,Nintendo 64,1152,Arkadna mašina,Video igre i konzole,0.603,1153,Igrica,0.6017,1155,Ručni kontroler,0.576,1154
3981,Fishing Rod,1295,Stege i hvatači,Stativi i rigovi,0.6029,1497,Lov i ribolov,0.5994,1617,Oprema za čamce,0.5427,1497
8971,Hand bag,1095,Kofer za alat,Ručni alati,0.6028,1492,Rashladna kutija i torba,0.5833,1414,Torba za kućne ljubimce,0.5756,1577
4644,Cradle,1389,Nosiljka i stolica za bebu,Oprema za decu,0.6012,1633,Prikolica s pokrivačem,0.592,1396,Dečiji nameštaj,0.5599,1396
8478,Spreader,1235,Podupirač,Skele i podupirači,0.6012,1241,Ostalo u skelama,0.5847,1240,Radni sto,0.5823,1344
3942,Wet & Dry Suit,1426,Ostalo u odeći,Odeća i kostimi,0.601,1423,Čuvanje odeće,0.6008,1493,Vodootporne torbe,0.5544,1549
8413,Other in Other,1290,Ostalo u blicevima i rasveti,Blicevi i rasveta,0.5999,1241,Ostalo u skelama,0.5881,1116,Ostalo u glodanju,0.5602,
8809,Beach Volleyball,1530,Odbojka na pesku,Sportski rekviziti,0.5991,1547,Surfanje,0.5058,1551,Wing surf,0.4847,
8815,Bocce ball,1513,Bumper ball,Igra i hobi,0.5991,1533,Floorball,0.5558,1534,Fudbal,0.5024,1522
8717,Nintendo Classic / Mini / 8-bit,1155,Ručni kontroler,Video igre i konzole,0.5974,1152,Arkadna mašina,0.5841,1153,Igrica,0.5691,1154
3956,Wind Instrument,1060,Merač protoka vazduha,Merni instrumenti,0.5968,1350,Aerator sa šupljim klinovima,0.5567,1480,Stalak i kabl,0.5561,1484
8781,Climbing harness,1119,Paletni viljuškar,Transport i dizanje,0.5965,1531,Penjanje,0.5417,1117,Viljuškar,0.5308,1531
1831,Sack truck,1594,Nosač tereta za kuku,Auto oprema,0.5963,1198,Traktor,0.5737,1627,Transporter za automobile,0.5316,1410
9512,Synthesizer,1604,Dizalice,Alati za radionicu,0.5963,1086,Regulator šarki,0.5371,1606,Dizalica i stalci,0.526,1481
9061,Petrol powered chain saw,1318,Cepač drva,Baštenske mašine,0.596,1610,Menjanje ulja,0.5901,1312,Mašina za drva,0.5877,1309
8676,Hole in One / Magnetic detector,1070,Detektor metala,Merni instrumenti,0.5958,1074,Detektor radona,0.5081,1612,Vakuum tester,0.4879,
8823,Other Word Games,1512,Društvene igre i slagalice,Igra i hobi,0.5957,1514,Štafelaj,0.5819,1522,Igre na otvorenom,0.5782,
8433,Squash,1181,Udarna bušilica,Bušilice i šrafilice,0.5957,1183,Stub bušilica,0.5863,1175,Ugaona bušilica,0.5693,1537
8574,Outboard motor,1609,Dizalica za motocikl,Alati za radionicu,0.5944,1309,Motorna testera,0.5879,1294,Nosač za automobil,0.5844,1617
9515,Sampler,1042,Sabljasta testera,Testerisanje i sečenje,0.5936,1043,Stona testera,0.5928,1045,Ostalo u testerama,0.5785,1472
1781,Hammer,1050,Precizna brusilica,Brušenje i poliranje,0.5926,1049,Stona brusilica,0.5754,1048,Trakasta brusilica,0.5673,1088
8603,Shredder,1040,Narezač,Testerisanje i sečenje,0.5912,1039,Plazma rezač,0.5878,1027,Sekač vijaka,0.5551,1173
8868,Hoists,1111,Ručno rende,Glodanje i hoblovanje,0.5908,1115,Stono rende,0.5289,1295,Stege i hvatači,0.5241,1122
8940,Refrigerator,1380,Dehidrator hrane,Kuhinjski aparati,0.5908,1386,Sokovnik na paru,0.5623,1384,Lonci i tiganje,0.5271,1388
8428,Ozone Generator,1191,Kompresor,Komprimovani vazduh,0.5903,1418,Mašina za dim,0.5142,1060,Merač protoka vazduha,0.5091,105
9065,Electrical clearing saw,1036,Ručni ger za drvo,Testerisanje i sečenje,0.5901,1318,Cepač drva,0.5898,1035,Stoni ger za drvo,0.5896,1310
9056,Cordless drill,1021,Kalemovi i električni kablovi,Ručni alati,0.5897,1063,Tražač kabla,0.5475,1335,Detektor kablova za robotske kosilice,0.5163,1186
1836,Soldering Iron,1351,Gvozdena šipka,Baštenski alati,0.5896,1033,Makaze za metal,0.5348,1318,Cepač drva,0.5212,1093
8912,Golf Trolley,1535,Golf,Sportski rekviziti,0.5893,1361,Kolica za prevoz,0.5577,1627,Transporter za automobile,0.5431,
1726,Hand saw,1031,Ručna testera,Testerisanje i sečenje,0.5893,1089,Udarni odvijač,0.582,1091,Izvlakač,0.5784,
8827,Torque Wrench,1185,Rotacioni čekić,Bušilice i šrafilice,0.5892,1197,Mini damper,0.5882,1196,Utovarivač,0.5755,1096
9240,Heater 0-2 kW,105,Ventilacija i grejanje,Građevinska oprema i alati,0.5888,1605,Indukcioni grejač,0.5775,1386,Sokovnik na paru,0.5741,
1804,Forklift,1198,Traktor,Građevinska mehanizacija,0.5883,1594,Nosač tereta za kuku,0.5602,1196,Utovarivač,0.5249,1117
9296,DJI Mavic Enterprise,1138,DJI Mavic,Dronovi,0.5881,1139,DJI Mavic 3,0.5779,1140,DJI Phantom,0.4836,
3975,Tennis,1537,Reket sportovi,Sportski rekviziti,0.5867,1539,Ostalo u sportu,0.5039,1532,Jahanje,0.485,
8876,Transceiver,1275,Konverter,Objektivi,0.5867,1229,Ostalo u zavarivanju,0.523,1063,Tražač kabla,0.5095,207
17491,Other in Sanding,1530,Odbojka na pesku,Sportski rekviziti,0.5863,1111,Ručno rende,0.5746,1047,Trakasta turpija,0.5744,1059
4645,Highchair,1429,Stolice za proslave,Nameštaj za proslave,0.5862,1408,Kolica za selidbu,0.5751,1111,Ručno rende,0.5666,1389
8724,PlayStation 1,1152,Arkadna mašina,Video igre i konzole,0.5848,1156,Simulator oprema,0.5829,1158,Ostalo u video igrama,0.5745,
1785,Spanners and Sockets,1022,Razvodni ormar,Struja i agregati,0.5837,1606,Dizalica i stalci,0.5831,1238,Kolica za gipsane ploče,0.5663,1094
8596,Pet carrier,1414,Torba za kućne ljubimce,Oprema za kućne ljubimce,0.5826,1575,Nosiljka za kućnog ljubimca,0.5662,1594,Nosač tereta za kuku,0.5468,
9316,Climbing helmet,1531,Penjanje,Sportski rekviziti,0.5825,1637,Motociklistička oprema,0.5324,1629,Prikolica za motocikl,0.5322,
8485,Hot Tub,1219,Savijač cevi,Vodoinstalaterski alati,0.5821,1391,Grejač bočica,0.5673,1217,Rezač cevi,0.5664,1450
8533,Other in Stand,1241,Ostalo u skelama,Skele i podupirači,0.5819,1634,Ostalo u prikolicama,0.5189,1116,Ostalo u glodanju,0.5118,1303
8770,Others in Strategy Games,1522,Igre na otvorenom,Igra i hobi,0.5819,1512,Društvene igre i slagalice,0.5759,1516,Stoni fudbal,0.5374,1512
9064,Petrol powered clearing saw,1610,Menjanje ulja,Alati za radionicu,0.5816,1318,Cepač drva,0.5417,1035,Stoni ger za drvo,0.5323,1310
8994,Detail Sander,1050,Precizna brusilica,Brušenje i poliranje,0.5815,1530,Odbojka na pesku,0.5803,1176,Set bitova,0.5365,
8711,Water Glass,1223,Ostalo u vodoinstalaciji,Vodoinstalaterski alati,0.5815,1118,Vakuumski podizač stakla,0.5558,1217,Rezač cevi,0.5454,1441
9321,Rounders,1185,Rotacioni čekić,Bušilice i šrafilice,0.5807,1184,Ankeri i tiplovi,0.5654,1111,Ručno rende,0.546,1539
8525,DJI Mavic,1138,DJI Mavic,Dronovi,0.5802,1139,DJI Mavic 3,0.5264,1333,Stepenik,0.4648,
8722,PlayStation 3,1152,Arkadna mašina,Video igre i konzole,0.5795,1158,Ostalo u video igrama,0.5718,1156,Simulator oprema,0.5684,
1715,Impact Wrench,1197,Mini damper,Građevinska mehanizacija,0.5793,1194,Damper,0.5676,1185,Rotacioni čekić,0.5616,1182
9387,Fish tape puller,1295,Stege i hvatači,Stativi i rigovi,0.5784,1063,Tražač kabla,0.5389,1297,Gimbali i stabilizatori,0.5257,1063
9369,Push Cart,1627,Transporter za automobile,Prikolice,0.5784,1361,Kolica za prevoz,0.5682,1121,Kolica za teret,0.5477,1361
2215,Generator,1611,Rampa,Alati za radionicu,0.578,1600,Kolica za montažu,0.5667,1196,Utovarivač,0.5522,1024
